case,step,time_ps,x_nm,surface_z_nm
fluence_0p5_20ps_free_surface_ablation_debug,4000,2,2.94055,-1.32554
fluence_0p5_20ps_free_surface_ablation_debug,4000,2,3.14055,-1.1567
fluence_0p5_20ps_free_surface_ablation_debug,4000,2,3.34055,-1.43717
fluence_0p5_20ps_free_surface_ablation_debug,4000,2,3.54055,-1.181905
fluence_0p5_20ps_free_surface_ablation_debug,4000,2,3.74055,-1.335865
fluence_0p5_20ps_free_surface_ablation_debug,4000,2,3.94055,-1.06475
fluence_0p5_20ps_free_surface_ablation_debug,4000,2,4.14055,-1.32314
fluence_0p5_20ps_free_surface_ablation_debug,4000,2,4.34055,-1.17942
fluence_0p5_20ps_free_surface_ablation_debug,4000,2,4.54055,-1.327345
fluence_0p5_20ps_free_surface_ablation_debug,4000,2,4.74055,-1.05423
fluence_0p5_20ps_free_surface_ablation_debug,4000,2,4.94055,-1.581165
fluence_0p5_20ps_free_surface_ablation_debug,4000,2,5.14055,-1.00246
fluence_0p5_20ps_free_surface_ablation_debug,5000,2.5,-5.05945,-1.296875
fluence_0p5_20ps_free_surface_ablation_debug,5000,2.5,-4.85945,-1.0401
fluence_0p5_20ps_free_surface_ablation_debug,5000,2.5,-4.65945,-1.4469
fluence_0p5_20ps_free_surface_ablation_debug,5000,2.5,-4.45945,-1.0391
fluence_0p5_20ps_free_surface_ablation_debug,5000,2.5,-4.25945,-1.449005
fluence_0p5_20ps_free_surface_ablation_debug,5000,2.5,-4.05945,-1.16636
fluence_0p5_20ps_free_surface_ablation_debug,5000,2.5,-3.85945,-1.432805
fluence_0p5_20ps_free_surface_ablation_debug,5000,2.5,-3.65945,-1.0328
fluence_0p5_20ps_free_surface_ablation_debug,5000,2.5,-3.45945,-1.42358
fluence_0p5_20ps_free_surface_ablation_debug,5000,2.5,-3.25945,-1.163695
fluence_0p5_20ps_free_surface_ablation_debug,5000,2.5,-3.05945,-1.32832
fluence_0p5_20ps_free_surface_ablation_debug,5000,2.5,-2.85945,-1.08413
fluence_0p5_20ps_free_surface_ablation_debug,5000,2.5,-2.65945,-1.42212
fluence_0p5_20ps_free_surface_ablation_debug,5000,2.5,-2.45945,-1.157175
fluence_0p5_20ps_free_surface_ablation_debug,5000,2.5,-2.25945,-1.493035
fluence_0p5_20ps_free_surface_ablation_debug,5000,2.5,-2.05945,-1.02984
fluence_0p5_20ps_free_surface_ablation_debug,5000,2.5,-1.85945,-1.44575
fluence_0p5_20ps_free_surface_ablation_debug,5000,2.5,-1.65945,-1.033755
fluence_0p5_20ps_free_surface_ablation_debug,5000,2.5,-1.45945,-1.2724
fluence_0p5_20ps_free_surface_ablation_debug,5000,2.5,-1.25945,-1.32592
fluence_0p5_20ps_free_surface_ablation_debug,5000,2.5,-1.05945,-1.03632
fluence_0p5_20ps_free_surface_ablation_debug,5000,2.5,-0.85945,-1.425525
fluence_0p5_20ps_free_surface_ablation_debug,5000,2.5,-0.65945,-1.048055
fluence_0p5_20ps_free_surface_ablation_debug,5000,2.5,-0.45945,-1.338325
fluence_0p5_20ps_free_surface_ablation_debug,5000,2.5,-0.25945,-1.1541
fluence_0p5_20ps_free_surface_ablation_debug,5000,2.5,-0.05945,-1.39399
fluence_0p5_20ps_free_surface_ablation_debug,5000,2.5,0.14055,-1.02831
fluence_0p5_20ps_free_surface_ablation_debug,5000,2.5,0.34055,-1.298375
fluence_0p5_20ps_free_surface_ablation_debug,5000,2.5,0.54055,-1.167035
fluence_0p5_20ps_free_surface_ablation_debug,5000,2.5,0.74055,-1.29574
fluence_0p5_20ps_free_surface_ablation_debug,5000,2.5,0.94055,-1.25723
fluence_0p5_20ps_free_surface_ablation_debug,5000,2.5,1.14055,-1.42394
fluence_0p5_20ps_free_surface_ablation_debug,5000,2.5,1.34055,-1.158
fluence_0p5_20ps_free_surface_ablation_debug,5000,2.5,1.54055,-1.445725
fluence_0p5_20ps_free_surface_ablation_debug,5000,2.5,1.74055,-1.0216
fluence_0p5_20ps_free_surface_ablation_debug,5000,2.5,1.94055,-1.43669
fluence_0p5_20ps_free_surface_ablation_debug,5000,2.5,2.14055,-1.15521
fluence_0p5_20ps_free_surface_ablation_debug,5000,2.5,2.34055,-1.18444
fluence_0p5_20ps_free_surface_ablation_debug,5000,2.5,2.54055,-1.31034
fluence_0p5_20ps_free_surface_ablation_debug,5000,2.5,2.74055,-1.02106
fluence_0p5_20ps_free_surface_ablation_debug,5000,2.5,2.94055,-1.44786
fluence_0p5_20ps_free_surface_ablation_debug,5000,2.5,3.14055,-1.090685
fluence_0p5_20ps_free_surface_ablation_debug,5000,2.5,3.34055,-1.31887
fluence_0p5_20ps_free_surface_ablation_debug,5000,2.5,3.54055,-1.170875
fluence_0p5_20ps_free_surface_ablation_debug,5000,2.5,3.74055,-1.3094
fluence_0p5_20ps_free_surface_ablation_debug,5000,2.5,3.94055,-1.051205
fluence_0p5_20ps_free_surface_ablation_debug,5000,2.5,4.14055,-1.31862
fluence_0p5_20ps_free_surface_ablation_debug,5000,2.5,4.34055,-1.16141
fluence_0p5_20ps_free_surface_ablation_debug,5000,2.5,4.54055,-1.420095
fluence_0p5_20ps_free_surface_ablation_debug,5000,2.5,4.74055,-1.04124
fluence_0p5_20ps_free_surface_ablation_debug,5000,2.5,4.94055,-1.32356
fluence_0p5_20ps_free_surface_ablation_debug,5000,2.5,5.14055,-1.17272
fluence_0p5_20ps_free_surface_ablation_debug,6000,3,-5.05945,-1.255995
fluence_0p5_20ps_free_surface_ablation_debug,6000,3,-4.85945,-1.09803
fluence_0p5_20ps_free_surface_ablation_debug,6000,3,-4.65945,-1.55206
fluence_0p5_20ps_free_surface_ablation_debug,6000,3,-4.45945,-1.01207
fluence_0p5_20ps_free_surface_ablation_debug,6000,3,-4.25945,-1.435345
fluence_0p5_20ps_free_surface_ablation_debug,6000,3,-4.05945,-1.13553
fluence_0p5_20ps_free_surface_ablation_debug,6000,3,-3.85945,-1.407395
fluence_0p5_20ps_free_surface_ablation_debug,6000,3,-3.65945,-1.0139
fluence_0p5_20ps_free_surface_ablation_debug,6000,3,-3.45945,-1.30845
fluence_0p5_20ps_free_surface_ablation_debug,6000,3,-3.25945,-1.17593
fluence_0p5_20ps_free_surface_ablation_debug,6000,3,-3.05945,-1.42179
